Age,Player_ID,Field_Goal_Percentage,Free_Throw_Percentage,Total_Rebounds,Assists,Steals,Block_Shots,Points,Salary,Season,Team
32-294,jamesle01,0.625,1,5,8,1,1,24,4621800,2005-06,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,5828090,2006-07,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,13041250,2007-08,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,14410581,2008-09,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,15779912,2009-10,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,14500000,2010-11,Miami Heat
32-294,jamesle01,0.625,1,5,8,1,1,24,16022500,2011-12,Miami Heat
32-294,jamesle01,0.625,1,5,8,1,1,24,17545000,2012-13,Miami Heat
32-294,jamesle01,0.625,1,5,8,1,1,24,19067500,2013-14,Miami Heat
32-294,jamesle01,0.625,1,5,8,1,1,24,20644400,2014-15,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,22971000,2015-16,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,30963450,2016-17,Cleveland Cavaliers
32-294,jamesle01,0.625,1,5,8,1,1,24,33285709,2017-18,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,4018920,2003-04,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,4320360,2004-05,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,4621800,2005-06,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,5828090,2006-07,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,13041250,2007-08,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,14410581,2008-09,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,15779912,2009-10,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,14500000,2010-11,Miami Heat
32-295,jamesle01,0.533,0.833,4,2,1,1,22,16022500,2011-12,Miami Heat
32-295,jamesle01,0.533,0.833,4,2,1,1,22,17545000,2012-13,Miami Heat
32-295,jamesle01,0.533,0.833,4,2,1,1,22,19067500,2013-14,Miami Heat
32-295,jamesle01,0.533,0.833,4,2,1,1,22,20644400,2014-15,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,22971000,2015-16,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,30963450,2016-17,Cleveland Cavaliers
32-295,jamesle01,0.533,0.833,4,2,1,1,22,33285709,2017-18,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,4018920,2003-04,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,4320360,2004-05,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,4621800,2005-06,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,5828090,2006-07,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,13041250,2007-08,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,14410581,2008-09,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,15779912,2009-10,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,14500000,2010-11,Miami Heat
32-298,jamesle01,0.65,0.8,2,13,3,0,34,16022500,2011-12,Miami Heat
32-298,jamesle01,0.65,0.8,2,13,3,0,34,17545000,2012-13,Miami Heat
32-298,jamesle01,0.65,0.8,2,13,3,0,34,19067500,2013-14,Miami Heat
32-298,jamesle01,0.65,0.8,2,13,3,0,34,20644400,2014-15,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,22971000,2015-16,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,30963450,2016-17,Cleveland Cavaliers
32-298,jamesle01,0.65,0.8,2,13,3,0,34,33285709,2017-18,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,4018920,2003-04,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,4320360,2004-05,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,4621800,2005-06,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,5828090,2006-07,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,13041250,2007-08,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,14410581,2008-09,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,15779912,2009-10,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,14500000,2010-11,Miami Heat
32-299,jamesle01,0.6,0.5,10,13,0,4,29,16022500,2011-12,Miami Heat
32-299,jamesle01,0.6,0.5,10,13,0,4,29,17545000,2012-13,Miami Heat
32-299,jamesle01,0.6,0.5,10,13,0,4,29,19067500,2013-14,Miami Heat
32-299,jamesle01,0.6,0.5,10,13,0,4,29,20644400,2014-15,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,22971000,2015-16,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,30963450,2016-17,Cleveland Cavaliers
32-299,jamesle01,0.6,0.5,10,13,0,4,29,33285709,2017-18,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,4018920,2003-04,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,4320360,2004-05,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,4621800,2005-06,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,5828090,2006-07,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,13041250,2007-08,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,14410581,2008-09,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,15779912,2009-10,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,14500000,2010-11,Miami Heat
32-302,jamesle01,0.545,0.833,3,8,0,0,18,16022500,2011-12,Miami Heat
32-302,jamesle01,0.545,0.833,3,8,0,0,18,17545000,2012-13,Miami Heat
32-302,jamesle01,0.545,0.833,3,8,0,0,18,19067500,2013-14,Miami Heat
32-302,jamesle01,0.545,0.833,3,8,0,0,18,20644400,2014-15,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,22971000,2015-16,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,30963450,2016-17,Cleveland Cavaliers
32-302,jamesle01,0.545,0.833,3,8,0,0,18,33285709,2017-18,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,4018920,2003-04,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,4320360,2004-05,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,4621800,2005-06,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,5828090,2006-07,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,13041250,2007-08,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,14410581,2008-09,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,15779912,2009-10,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,14500000,2010-11,Miami Heat
32-303,jamesle01,0.467,1,10,7,2,0,16,16022500,2011-12,Miami Heat
32-303,jamesle01,0.467,1,10,7,2,0,16,17545000,2012-13,Miami Heat
32-303,jamesle01,0.467,1,10,7,2,0,16,19067500,2013-14,Miami Heat
32-303,jamesle01,0.467,1,10,7,2,0,16,20644400,2014-15,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,22971000,2015-16,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,30963450,2016-17,Cleveland Cavaliers
32-303,jamesle01,0.467,1,10,7,2,0,16,33285709,2017-18,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,4018920,2003-04,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,4320360,2004-05,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,4621800,2005-06,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,5828090,2006-07,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,13041250,2007-08,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,14410581,2008-09,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,15779912,2009-10,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,14500000,2010-11,Miami Heat
32-306,jamesle01,0.636,0.8,6,11,2,1,33,16022500,2011-12,Miami Heat
32-306,jamesle01,0.636,0.8,6,11,2,1,33,17545000,2012-13,Miami Heat
32-306,jamesle01,0.636,0.8,6,11,2,1,33,19067500,2013-14,Miami Heat
32-306,jamesle01,0.636,0.8,6,11,2,1,33,20644400,2014-15,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,22971000,2015-16,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,30963450,2016-17,Cleveland Cavaliers
32-306,jamesle01,0.636,0.8,6,11,2,1,33,33285709,2017-18,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,4018920,2003-04,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,4320360,2004-05,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,4621800,2005-06,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,5828090,2006-07,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,13041250,2007-08,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,14410581,2008-09,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,15779912,2009-10,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,14500000,2010-11,Miami Heat
32-308,jamesle01,0.676,1,11,7,3,2,57,16022500,2011-12,Miami Heat
32-308,jamesle01,0.676,1,11,7,3,2,57,17545000,2012-13,Miami Heat
32-308,jamesle01,0.676,1,11,7,3,2,57,19067500,2013-14,Miami Heat
32-308,jamesle01,0.676,1,11,7,3,2,57,20644400,2014-15,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,22971000,2015-16,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,30963450,2016-17,Cleveland Cavaliers
32-308,jamesle01,0.676,1,11,7,3,2,57,33285709,2017-18,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,4018920,2003-04,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,4320360,2004-05,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,4621800,2005-06,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,5828090,2006-07,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,13041250,2007-08,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,14410581,2008-09,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,15779912,2009-10,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,14500000,2010-11,Miami Heat
32-310,jamesle01,0.588,1,5,13,1,2,26,16022500,2011-12,Miami Heat
32-310,jamesle01,0.588,1,5,13,1,2,26,17545000,2012-13,Miami Heat
32-310,jamesle01,0.588,1,5,13,1,2,26,19067500,2013-14,Miami Heat
32-310,jamesle01,0.588,1,5,13,1,2,26,20644400,2014-15,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,22971000,2015-16,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,30963450,2016-17,Cleveland Cavaliers
32-310,jamesle01,0.588,1,5,13,1,2,26,33285709,2017-18,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,4018920,2003-04,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,4320360,2004-05,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,4621800,2005-06,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,5828090,2006-07,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,13041250,2007-08,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,14410581,2008-09,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,15779912,2009-10,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,14500000,2010-11,Miami Heat
32-312,jamesle01,0.5,0.8,8,9,3,0,30,16022500,2011-12,Miami Heat
32-312,jamesle01,0.5,0.8,8,9,3,0,30,17545000,2012-13,Miami Heat
32-312,jamesle01,0.5,0.8,8,9,3,0,30,19067500,2013-14,Miami Heat
32-312,jamesle01,0.5,0.8,8,9,3,0,30,20644400,2014-15,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,22971000,2015-16,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,30963450,2016-17,Cleveland Cavaliers
32-312,jamesle01,0.5,0.8,8,9,3,0,30,33285709,2017-18,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,4018920,2003-04,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,4320360,2004-05,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,4621800,2005-06,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,5828090,2006-07,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,13041250,2007-08,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,14410581,2008-09,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,15779912,2009-10,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,14500000,2010-11,Miami Heat
32-314,jamesle01,0.625,0.667,4,7,1,1,33,16022500,2011-12,Miami Heat
32-314,jamesle01,0.625,0.667,4,7,1,1,33,17545000,2012-13,Miami Heat
32-314,jamesle01,0.625,0.667,4,7,1,1,33,19067500,2013-14,Miami Heat
32-314,jamesle01,0.625,0.667,4,7,1,1,33,20644400,2014-15,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,22971000,2015-16,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,30963450,2016-17,Cleveland Cavaliers
32-314,jamesle01,0.625,0.667,4,7,1,1,33,33285709,2017-18,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,4018920,2003-04,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,4320360,2004-05,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,4621800,2005-06,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,5828090,2006-07,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,13041250,2007-08,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,14410581,2008-09,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,15779912,2009-10,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,14500000,2010-11,Miami Heat
32-316,jamesle01,0.429,0.75,11,4,0,1,19,16022500,2011-12,Miami Heat
32-316,jamesle01,0.429,0.75,11,4,0,1,19,17545000,2012-13,Miami Heat
32-316,jamesle01,0.429,0.75,11,4,0,1,19,19067500,2013-14,Miami Heat
32-316,jamesle01,0.429,0.75,11,4,0,1,19,20644400,2014-15,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,22971000,2015-16,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,30963450,2016-17,Cleveland Cavaliers
32-316,jamesle01,0.429,0.75,11,4,0,1,19,33285709,2017-18,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,4018920,2003-04,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,4320360,2004-05,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,4621800,2005-06,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,5828090,2006-07,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,13041250,2007-08,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,14410581,2008-09,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,15779912,2009-10,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,14500000,2010-11,Miami Heat
32-318,jamesle01,0.5,0.7,9,12,0,3,23,16022500,2011-12,Miami Heat
32-318,jamesle01,0.5,0.7,9,12,0,3,23,17545000,2012-13,Miami Heat
32-318,jamesle01,0.5,0.7,9,12,0,3,23,19067500,2013-14,Miami Heat
32-318,jamesle01,0.5,0.7,9,12,0,3,23,20644400,2014-15,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,22971000,2015-16,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,30963450,2016-17,Cleveland Cavaliers
32-318,jamesle01,0.5,0.7,9,12,0,3,23,33285709,2017-18,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,4018920,2003-04,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,4320360,2004-05,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,4621800,2005-06,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,5828090,2006-07,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,13041250,2007-08,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,14410581,2008-09,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,15779912,2009-10,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,14500000,2010-11,Miami Heat
32-320,jamesle01,0.5,1,6,8,2,1,31,16022500,2011-12,Miami Heat
32-320,jamesle01,0.5,1,6,8,2,1,31,17545000,2012-13,Miami Heat
32-320,jamesle01,0.5,1,6,8,2,1,31,19067500,2013-14,Miami Heat
32-320,jamesle01,0.5,1,6,8,2,1,31,20644400,2014-15,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,22971000,2015-16,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,30963450,2016-17,Cleveland Cavaliers
32-320,jamesle01,0.5,1,6,8,2,1,31,33285709,2017-18,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,4018920,2003-04,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,4320360,2004-05,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,4621800,2005-06,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,5828090,2006-07,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,13041250,2007-08,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,14410581,2008-09,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,15779912,2009-10,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,14500000,2010-11,Miami Heat
32-322,jamesle01,0.654,0.2,14,6,0,0,39,16022500,2011-12,Miami Heat
32-322,jamesle01,0.654,0.2,14,6,0,0,39,17545000,2012-13,Miami Heat
32-322,jamesle01,0.654,0.2,14,6,0,0,39,19067500,2013-14,Miami Heat
32-322,jamesle01,0.654,0.2,14,6,0,0,39,20644400,2014-15,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,22971000,2015-16,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,30963450,2016-17,Cleveland Cavaliers
32-322,jamesle01,0.654,0.2,14,6,0,0,39,33285709,2017-18,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,4018920,2003-04,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,4320360,2004-05,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,4621800,2005-06,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,5828090,2006-07,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,13041250,2007-08,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,14410581,2008-09,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,15779912,2009-10,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,14500000,2010-11,Miami Heat
32-325,jamesle01,0.5,1,2,8,1,1,18,16022500,2011-12,Miami Heat
32-325,jamesle01,0.5,1,2,8,1,1,18,17545000,2012-13,Miami Heat
32-325,jamesle01,0.5,1,2,8,1,1,18,19067500,2013-14,Miami Heat
32-325,jamesle01,0.5,1,2,8,1,1,18,20644400,2014-15,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,22971000,2015-16,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,30963450,2016-17,Cleveland Cavaliers
32-325,jamesle01,0.5,1,2,8,1,1,18,33285709,2017-18,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,4018920,2003-04,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,4320360,2004-05,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,4621800,2005-06,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,5828090,2006-07,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,13041250,2007-08,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,14410581,2008-09,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,15779912,2009-10,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,14500000,2010-11,Miami Heat
32-327,jamesle01,0.647,0.778,6,5,2,0,33,16022500,2011-12,Miami Heat
32-327,jamesle01,0.647,0.778,6,5,2,0,33,17545000,2012-13,Miami Heat
32-327,jamesle01,0.647,0.778,6,5,2,0,33,19067500,2013-14,Miami Heat
32-327,jamesle01,0.647,0.778,6,5,2,0,33,20644400,2014-15,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,22971000,2015-16,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,30963450,2016-17,Cleveland Cavaliers
32-327,jamesle01,0.647,0.778,6,5,2,0,33,33285709,2017-18,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,4018920,2003-04,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,4320360,2004-05,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,4621800,2005-06,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,5828090,2006-07,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,13041250,2007-08,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,14410581,2008-09,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,15779912,2009-10,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,14500000,2010-11,Miami Heat
32-329,jamesle01,0.5,0.571,16,13,0,3,27,16022500,2011-12,Miami Heat
32-329,jamesle01,0.5,0.571,16,13,0,3,27,17545000,2012-13,Miami Heat
32-329,jamesle01,0.5,0.571,16,13,0,3,27,19067500,2013-14,Miami Heat
32-329,jamesle01,0.5,0.571,16,13,0,3,27,20644400,2014-15,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,22971000,2015-16,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,30963450,2016-17,Cleveland Cavaliers
32-329,jamesle01,0.5,0.571,16,13,0,3,27,33285709,2017-18,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,4018920,2003-04,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,4320360,2004-05,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,4621800,2005-06,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,5828090,2006-07,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,13041250,2007-08,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,14410581,2008-09,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,15779912,2009-10,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,14500000,2010-11,Miami Heat
32-332,jamesle01,0.522,0.75,14,6,0,0,30,16022500,2011-12,Miami Heat
32-332,jamesle01,0.522,0.75,14,6,0,0,30,17545000,2012-13,Miami Heat
32-332,jamesle01,0.522,0.75,14,6,0,0,30,19067500,2013-14,Miami Heat
32-332,jamesle01,0.522,0.75,14,6,0,0,30,20644400,2014-15,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,22971000,2015-16,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,30963450,2016-17,Cleveland Cavaliers
32-332,jamesle01,0.522,0.75,14,6,0,0,30,33285709,2017-18,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,4018920,2003-04,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,4320360,2004-05,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,4621800,2005-06,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,5828090,2006-07,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,13041250,2007-08,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,14410581,2008-09,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,15779912,2009-10,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,14500000,2010-11,Miami Heat
32-333,jamesle01,0.625,0,12,6,5,1,21,16022500,2011-12,Miami Heat
32-333,jamesle01,0.625,0,12,6,5,1,21,17545000,2012-13,Miami Heat
32-333,jamesle01,0.625,0,12,6,5,1,21,19067500,2013-14,Miami Heat
32-333,jamesle01,0.625,0,12,6,5,1,21,20644400,2014-15,Cleveland Cavaliers
32-333,jamesle01,0.625,0,12,6,5,1,21,22971000,2015-16,Cleveland Cavaliers
